Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Properties/AssemblyInfo.cs(6,12): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/SingletonMonoDontDestroy.cs(183,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVHelper.cs(126,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVHelper.cs(127,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVHelper.cs(128,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TestCube.cs(17,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TestCube.cs(18,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TestCube.cs(19,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/SingletonMonoDontDestroy.cs(188,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/SingletonMonoDontDestroy.cs(189,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/SingletonMonoDontDestroy.cs(190,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVHelper.cs(135,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVHelper.cs(136,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVHelper.cs(137,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TestCube.cs(24,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TestCube.cs(25,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TestCube.cs(26,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(7,2): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVHelper.cs(316,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVHelper.cs(317,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVHelper.cs(318,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TestCube.cs(31,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TestCube.cs(32,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TestCube.cs(33,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(10,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UtilityGame.cs(7,2): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TypeResourcesValue.cs(3,2): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/TypeResourcesValue.cs(6,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(13,4): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(14,4): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(15,4): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UtilityGame.cs(10,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UtilityGame.cs(13,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(34,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(35,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(36,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UtilityGame.cs(16,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVReader.cs(10,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVReader.cs(13,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(45,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(46,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(47,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVReader.cs(16,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UtilityGame.cs(19,4): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UtilityGame.cs(20,4): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UtilityGame.cs(21,4): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVReader.cs(19,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(22,3): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(23,3): warning CS0436: The type 'AddressAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs' conflicts with the imported type 'AddressAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/AddressAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/ItemDistinc.cs(24,3): warning CS0436: The type 'NativeSourceAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs' conflicts with the imported type 'NativeSourceAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/AssetRipperInjected/NativeSourceAttribute.cs'.
